Provider,Phys_Count,Patient_Count,Claim_Count,Service_Type,Both_Service,Inpatient,Outpatient,DuplicateClaims,Duplicate_Claims_Percent,AvgClaimDuration,Avg_Cost,Avg_Age,Gender1,Gender2,Race1,Race2,Race3,Race5,ChronicCond_Alzheimer,ChronicCond_KidneyDisease,ChronicCond_Cancer,ChronicCond_ObstrPulmonary,ChronicCond_Depression,ChronicCond_Diabetes,ChronicCond_IschemicHeart,ChronicCond_Osteoporasis,ChronicCond_rheumatoidarthritis,ChronicCond_stroke,PotentialFraud,NetworkDegree,isFraudConnected,NoPhysicianCount
PRV54335,94,187,330,Both_Service,1,0,0,222,0.67,1.2878787878787878,1316.0787878787878,71,69,118,156,24,3,4,504,528,613,541,498,417,407,549,578,631,No,1.0,0.0,0.0
PRV54345,75,139,272,Outpatient,0,0,1,210,0.77,1.2536764705882353,294.63235294117646,74,59,80,119,12,4,4,428,413,500,466,439,344,324,464,432,506,No,9.0,0.0,0.0
PRV54348,93,203,309,Both_Service,1,0,0,184,0.6,3.517799352750809,4823.6957928802585,73,77,126,178,19,3,3,480,467,565,487,476,387,367,528,520,574,No,5.0,0.0,0.0
PRV54350,85,530,1814,Both_Service,1,0,0,646,0.36,1.583792723263506,1045.4355016538038,72,227,303,470,52,4,4,2827,2917,3336,3126,2773,2322,2325,3037,3096,3483,Yes,3.0,1.0,5.0
PRV54354,34,89,147,Both_Service,1,0,0,96,0.65,3.1360544217687076,2909.673469387755,74,36,53,77,8,3,1,231,220,270,246,230,179,172,244,255,275,Yes,4.0,1.0,0.0
PRV54367,164,558,959,Both_Service,1,0,0,646,0.67,3.7466110531803962,5416.252346193952,73,235,323,495,45,12,6,1477,1417,1751,1520,1443,1157,1113,1593,1607,1774,Yes,5.0,1.0,5.0
PRV54368,39,98,157,Both_Service,1,0,0,94,0.6,1.3439490445859872,484.0636942675159,72,36,62,87,8,1,2,239,248,294,254,239,185,187,260,252,305,No,0.0,0.0,0.0
PRV54370,75,113,291,Outpatient,0,0,1,220,0.76,0.44329896907216493,234.5704467353952,74,42,71,103,4,4,2,455,465,540,492,455,388,349,497,501,533,No,3.0,0.0,1.0
PRV54371,19,30,45,Outpatient,0,0,1,28,0.62,2.2666666666666666,294.8888888888889,72,15,15,26,1,1,2,76,70,82,77,66,59,58,67,66,87,No,5.0,0.0,0.0
PRV54372,69,805,2064,Both_Service,1,0,0,898,0.44,1.432170542635659,455.9573643410853,73,317,488,738,59,6,2,3206,3260,3803,3433,3157,2607,2493,3428,3381,3886,Yes,6.0,1.0,5.0
PRV54381,76,124,199,Both_Service,1,0,0,140,0.7,0.964824120603015,1170.2211055276382,73,47,77,108,11,1,4,306,302,355,326,314,245,238,335,344,371,No,12.0,0.0,1.0
PRV54382,88,214,368,Both_Service,1,0,0,222,0.6,2.527173913043478,2816.7228260869565,73,93,121,190,12,10,2,573,570,664,602,556,464,461,619,599,689,Yes,8.0,1.0,2.0
PRV54391,142,222,472,Both_Service,1,0,0,308,0.65,1.7033898305084745,796.0550847457627,73,90,132,194,23,4,1,777,749,871,791,719,588,576,801,797,916,Yes,7.0,1.0,1.0
PRV54400,2,88,174,Outpatient,0,0,1,156,0.9,2.3333333333333335,302.81609195402297,73,38,50,79,6,1,2,281,276,328,291,249,230,208,296,290,342,No,1.0,0.0,0.0
PRV54404,26,188,335,Both_Service,1,0,0,138,0.41,1.3164179104477611,327.1820895522388,71,79,109,168,17,2,1,529,550,629,584,521,434,426,560,582,652,No,1.0,0.0,1.0
PRV54504,41,103,190,Both_Service,1,0,0,140,0.74,2.2473684210526317,3839.2736842105264,75,44,59,96,2,4,1,290,277,350,298,295,232,213,324,321,360,Yes,3.0,1.0,1.0
PRV54514,147,305,573,Both_Service,1,0,0,372,0.65,1.3717277486910995,1570.586387434555,74,145,160,265,12,19,9,908,894,1051,968,874,714,732,968,954,1086,Yes,10.0,1.0,2.0
PRV54557,41,263,688,Outpatient,0,0,1,248,0.36,1.4549418604651163,266.94767441860466,73,126,137,251,7,4,1,1137,1084,1274,1131,1076,890,871,1115,1185,1328,Yes,0.0,0.0,1.0
PRV54558,50,69,92,Both_Service,1,0,0,38,0.41,2.2282608695652173,2608.4347826086955,74,31,38,58,3,7,1,146,153,174,160,146,120,118,162,149,171,No,3.0,0.0,0.0
PRV54561,44,102,213,Both_Service,1,0,0,54,0.25,2.615023474178404,1633.9718309859154,76,48,54,96,3,2,1,337,322,402,348,306,270,269,377,359,406,No,6.0,0.0,2.0
PRV54564,69,330,865,Outpatient,0,0,1,124,0.14,1.7630057803468209,307.4219653179191,74,154,176,317,10,2,1,1390,1364,1650,1564,1345,1137,1119,1499,1536,1655,No,11.0,0.0,0.0
PRV54565,78,106,155,Both_Service,1,0,0,50,0.32,2.5935483870967744,3018.4,75,50,56,101,2,2,1,232,245,289,264,233,195,186,259,275,299,No,14.0,0.0,0.0
PRV54566,154,247,412,Both_Service,1,0,0,208,0.5,2.4902912621359223,2047.3203883495146,73,108,139,229,8,6,4,646,657,752,683,623,543,506,721,699,781,Yes,4.0,1.0,0.0
PRV54575,19,155,322,Both_Service,1,0,0,98,0.3,2.232919254658385,1846.695652173913,74,70,85,148,4,1,2,515,518,611,546,492,435,377,579,556,597,No,3.0,0.0,1.0
PRV54636,2,51,87,Outpatient,0,0,1,22,0.25,2.0114942528735633,317.4712643678161,75,26,25,48,1,1,1,145,145,161,140,125,114,107,150,153,166,No,1.0,0.0,0.0
PRV54640,17,19,30,Both_Service,1,0,0,22,0.73,4.233333333333333,4681.6,69,8,11,15,1,2,1,48,42,55,41,47,35,39,49,49,56,No,2.0,0.0,1.0
PRV54642,30,46,69,Outpatient,0,0,1,40,0.58,2.739130434782609,325.3623188405797,74,23,23,36,4,3,3,109,108,127,120,114,86,81,120,121,131,No,6.0,0.0,0.0
PRV54643,16,18,26,Outpatient,0,0,1,16,0.62,0.0,482.6923076923077,71,9,9,9,2,4,3,44,40,47,40,43,30,28,47,42,46,No,2.0,0.0,0.0
PRV54644,53,66,105,Both_Service,1,0,0,74,0.7,2.085714285714286,3163.752380952381,72,28,38,51,8,6,1,171,153,196,169,158,137,126,173,187,191,Yes,4.0,1.0,0.0
PRV54649,47,73,111,Both_Service,1,0,0,72,0.65,3.054054054054054,4460.720720720721,76,33,40,58,4,8,3,170,165,205,182,166,137,130,182,172,210,Yes,6.0,1.0,0.0
PRV54651,61,87,130,Both_Service,1,0,0,78,0.6,2.4153846153846152,3312.076923076923,71,39,48,64,5,13,5,196,198,232,207,200,156,167,212,216,236,Yes,3.0,1.0,0.0
PRV54652,2,33,69,Outpatient,0,0,1,62,0.9,1.3333333333333333,342.7536231884058,74,12,21,29,2,1,1,110,113,128,111,116,92,82,118,116,131,No,0.0,0.0,0.0
PRV54656,21,35,52,Outpatient,0,0,1,34,0.65,0.6538461538461539,297.5,72,14,21,26,1,5,3,88,86,100,94,85,68,73,82,90,100,No,5.0,0.0,0.0
PRV54657,34,46,69,Both_Service,1,0,0,46,0.67,2.2318840579710146,8142.115942028986,74,22,24,32,5,8,1,103,103,120,114,97,84,80,109,115,129,No,3.0,0.0,0.0
PRV54658,58,85,130,Both_Service,1,0,0,90,0.69,2.292307692307692,2327.2,73,33,52,68,7,6,4,208,180,229,218,185,156,149,225,217,245,No,7.0,0.0,1.0
PRV54660,18,21,39,Outpatient,0,0,1,30,0.77,1.641025641025641,179.23076923076923,70,6,15,13,3,2,3,67,62,76,70,64,54,52,72,69,78,No,4.0,0.0,0.0
PRV54668,27,261,529,Both_Service,1,0,0,446,0.84,1.2192816635160681,323.77693761814743,73,114,147,205,25,22,9,837,835,979,888,844,700,663,896,924,991,No,6.0,0.0,2.0
PRV54670,13,115,282,Outpatient,0,0,1,246,0.87,1.7092198581560283,243.36879432624113,73,42,73,97,9,7,2,435,454,508,445,432,361,345,475,494,533,No,1.0,0.0,0.0
PRV54681,125,285,458,Outpatient,0,0,1,314,0.69,1.185589519650655,223.25327510917032,74,119,166,257,15,4,9,732,734,858,769,702,595,561,772,775,866,No,4.0,0.0,0.0
PRV54682,51,88,143,Both_Service,1,0,0,94,0.66,1.5664335664335665,692.1958041958042,70,33,55,82,1,1,4,216,214,264,235,221,185,180,235,233,272,No,1.0,0.0,1.0
PRV54683,140,406,723,Outpatient,0,0,1,522,0.72,1.293222683264177,270.27662517289076,73,186,220,365,26,5,10,1155,1164,1304,1214,1120,948,913,1229,1225,1352,No,3.0,0.0,0.0
PRV54685,46,139,234,Outpatient,0,0,1,178,0.76,2.0982905982905984,309.44444444444446,76,58,81,118,10,5,6,376,362,422,408,359,289,281,403,389,451,No,0.0,0.0,0.0
PRV54686,55,125,236,Both_Service,1,0,0,158,0.67,1.2838983050847457,1003.9915254237288,71,56,69,109,12,1,3,356,384,423,391,375,297,302,394,405,456,No,1.0,0.0,0.0
PRV54688,31,481,1815,Both_Service,1,0,0,1568,0.86,1.2137741046831956,348.75151515151515,72,200,281,460,13,7,1,2824,3011,3406,3102,2908,2365,2283,3096,3078,3439,Yes,2.0,1.0,4.0
PRV54690,11,366,1247,Outpatient,0,0,1,814,0.65,1.4474739374498797,281.3071371291099,72,162,204,353,9,2,2,2003,1944,2271,2155,1947,1631,1545,2043,2045,2353,No,1.0,0.0,5.0
PRV54696,28,63,109,Both_Service,1,0,0,76,0.7,3.1009174311926606,1997.926605504587,71,34,29,57,3,2,1,178,186,207,200,165,137,143,201,197,212,No,2.0,0.0,0.0
PRV54723,36,86,148,Outpatient,0,0,1,116,0.78,1.614864864864865,282.97297297297297,74,37,49,64,15,1,6,215,234,273,242,225,193,187,244,247,275,No,5.0,0.0,0.0
PRV54724,14,67,120,Both_Service,1,0,0,98,0.82,4.491666666666666,8035.666666666667,77,24,43,53,12,1,1,188,168,225,185,196,149,139,197,189,224,No,0.0,0.0,0.0
PRV54725,66,112,174,Outpatient,0,0,1,116,0.67,2.3045977011494254,298.2183908045977,77,44,68,97,6,4,5,270,279,319,294,263,226,199,303,287,319,No,1.0,0.0,2.0
PRV54727,47,59,89,Outpatient,0,0,1,60,0.67,2.0,452.13483146067415,77,25,34,52,4,2,1,138,143,162,153,129,120,115,160,154,175,No,2.0,0.0,0.0
PRV54730,21,39,67,Outpatient,0,0,1,54,0.81,1.6417910447761195,233.73134328358208,72,12,27,30,4,3,2,103,115,117,113,106,85,83,108,99,125,No,4.0,0.0,0.0
PRV54734,38,127,226,Outpatient,0,0,1,176,0.78,0.9823008849557522,315.30973451327435,73,55,72,105,13,5,4,366,351,410,386,354,300,283,363,365,415,No,4.0,0.0,0.0
PRV54735,28,38,58,Both_Service,1,0,0,40,0.69,2.586206896551724,1505.5862068965516,75,18,20,34,1,1,2,96,90,111,88,91,78,67,101,94,112,No,2.0,0.0,0.0
PRV54737,23,35,53,Both_Service,1,0,0,36,0.68,4.018867924528302,5912.264150943396,77,13,22,24,5,4,2,81,76,100,87,85,68,65,83,85,102,No,0.0,0.0,0.0
PRV54739,42,180,313,Both_Service,1,0,0,254,0.81,2.108626198083067,3056.9712460063897,74,68,112,158,16,4,2,494,471,582,490,484,381,369,541,532,593,Yes,3.0,1.0,1.0
PRV54741,91,171,297,Outpatient,0,0,1,240,0.81,0.8619528619528619,261.85185185185185,73,69,102,136,18,11,6,469,456,550,523,466,382,367,497,497,560,No,0.0,0.0,2.0
PRV54742,16,989,2920,Both_Service,1,0,0,2058,0.7,1.9301369863013698,1665.7260273972602,74,436,553,820,120,19,30,4718,4552,5439,4937,4561,3673,3514,4914,4929,5476,Yes,0.0,0.0,7.0
PRV54743,57,77,132,Both_Service,1,0,0,104,0.79,2.378787878787879,1193.5757575757575,72,34,43,61,10,5,1,220,196,236,211,192,159,162,228,226,249,Yes,2.0,1.0,1.0
PRV54745,23,502,1263,Both_Service,1,0,0,870,0.69,1.2779097387173397,393.1718131433096,75,211,291,441,45,9,7,2047,2009,2363,2061,1961,1600,1543,2179,2144,2358,No,0.0,0.0,0.0
PRV54748,38,83,156,Outpatient,0,0,1,142,0.91,2.0448717948717947,390.12820512820514,75,40,43,71,10,1,1,245,236,287,245,251,189,190,255,252,294,No,2.0,0.0,0.0
PRV54756,13,19,32,Both_Service,1,0,0,26,0.81,2.3125,1219.625,70,6,13,14,3,1,1,52,49,60,46,49,37,38,55,58,61,No,0.0,0.0,0.0
PRV54757,50,65,101,Both_Service,1,0,0,72,0.71,2.2475247524752477,2075.80198019802,77,19,46,56,4,3,2,170,164,181,159,162,135,117,161,170,193,No,6.0,0.0,0.0
PRV54758,68,93,153,Outpatient,0,0,1,116,0.76,1.7450980392156863,299.80392156862746,74,37,56,81,6,1,5,249,247,278,260,250,211,179,256,259,298,No,4.0,0.0,0.0
PRV54759,22,44,71,Both_Service,1,0,0,54,0.76,1.4647887323943662,982.6197183098592,71,17,27,36,6,1,1,111,101,122,115,108,83,88,111,118,135,No,0.0,0.0,0.0
PRV54761,9,483,1181,Outpatient,0,0,1,718,0.61,1.6833192209991532,267.3835732430144,74,201,282,391,63,14,15,1836,1835,2216,1967,1850,1543,1474,1993,2030,2222,No,2.0,0.0,3.0
PRV54763,23,33,49,Outpatient,0,0,1,30,0.61,1.8775510204081634,323.0612244897959,73,15,18,27,4,1,1,82,74,87,87,75,69,56,86,84,91,No,1.0,0.0,0.0
PRV54765,33,201,366,Both_Service,1,0,0,254,0.69,4.644808743169399,9051.688524590163,74,97,104,168,27,3,3,561,531,649,573,547,438,425,620,579,673,Yes,2.0,1.0,1.0
PRV54767,35,62,108,Both_Service,1,0,0,90,0.83,1.0648148148148149,982.7222222222222,74,27,35,54,6,1,1,167,171,192,175,178,132,127,175,177,207,No,0.0,0.0,0.0
PRV54771,50,80,134,Both_Service,1,0,0,98,0.73,1.6194029850746268,2226.208955223881,73,27,53,63,9,5,3,230,201,247,229,210,173,165,233,228,246,Yes,2.0,1.0,0.0
PRV54772,43,1061,2916,Both_Service,1,0,0,1604,0.55,1.818244170096022,887.241426611797,74,447,614,872,124,39,26,4590,4499,5370,4909,4599,3679,3480,5022,4859,5502,Yes,3.0,1.0,7.0
PRV54774,16,264,678,Both_Service,1,0,0,380,0.56,1.5943952802359882,405.99705014749264,74,107,157,220,31,6,7,1095,1095,1230,1170,1067,880,870,1133,1162,1293,No,2.0,0.0,3.0
PRV54778,9,857,2570,Both_Service,1,0,0,1800,0.7,1.9027237354085602,604.84046692607,75,352,505,712,89,36,20,4147,4040,4716,4278,4155,3247,3113,4294,4247,4885,Yes,0.0,0.0,4.0
PRV54780,9,21,33,Outpatient,0,0,1,24,0.73,1.8181818181818181,253.93939393939394,78,9,12,17,2,1,1,53,49,66,55,53,44,40,55,55,63,No,2.0,0.0,0.0
PRV54781,44,189,309,Both_Service,1,0,0,208,0.67,3.0,3821.294498381877,75,87,102,157,24,5,3,499,470,554,501,487,382,369,499,514,593,Yes,3.0,1.0,0.0
PRV54786,10,697,1895,Outpatient,0,0,1,1160,0.61,1.7905013192612138,323.5778364116095,74,310,387,577,87,15,18,2936,2941,3537,3176,3043,2480,2321,3166,3244,3592,Yes,1.0,1.0,3.0
PRV54787,48,76,128,Both_Service,1,0,0,102,0.8,1.859375,3855.09375,72,30,46,67,3,2,4,210,201,237,203,188,168,148,218,216,236,No,2.0,0.0,0.0
PRV54806,1,56,128,Outpatient,0,0,1,106,0.83,1.375,185.625,75,21,35,50,3,1,2,212,213,252,241,202,165,154,217,223,235,No,2.0,0.0,0.0
PRV54808,3,32,57,Outpatient,0,0,1,50,0.88,0.03508771929824561,461.2280701754386,69,9,23,26,3,1,2,86,96,105,92,90,75,68,101,101,106,Yes,1.0,1.0,0.0
PRV54809,4,53,79,Outpatient,0,0,1,48,0.61,1.1265822784810127,390.126582278481,75,23,30,44,5,1,3,133,125,146,139,125,109,94,136,141,150,No,1.0,0.0,0.0
PRV54813,2,711,1856,Outpatient,0,0,1,1600,0.86,1.4682112068965518,289.76293103448273,75,320,391,585,82,24,20,2939,2874,3441,3040,2926,2332,2276,3149,3161,3554,No,0.0,0.0,3.0
PRV54814,3,72,152,Outpatient,0,0,1,140,0.92,1.3421052631578947,257.10526315789474,72,33,39,61,7,2,2,241,241,285,253,234,184,183,253,254,286,No,1.0,0.0,0.0
PRV54832,19,58,92,Both_Service,1,0,0,64,0.7,1.4891304347826086,1547.7391304347825,73,20,38,50,4,3,1,138,143,165,151,138,111,104,145,144,170,Yes,2.0,1.0,0.0
PRV54833,3,48,120,Outpatient,0,0,1,64,0.53,1.125,207.91666666666666,69,22,26,35,1,7,5,200,197,225,202,185,150,153,204,184,222,No,0.0,0.0,0.0
PRV54837,13,728,2366,Outpatient,0,0,1,1050,0.44,1.6610312764158919,305.050718512257,72,309,419,594,21,57,56,3877,3875,4381,4116,3783,3120,2988,4052,4004,4515,Yes,1.0,1.0,5.0
PRV54840,12,21,42,Outpatient,0,0,1,32,0.76,1.6666666666666667,257.85714285714283,70,10,11,15,3,1,2,62,57,78,71,72,49,46,75,74,74,No,1.0,0.0,0.0
PRV54842,18,59,156,Both_Service,1,0,0,52,0.33,1.3012820512820513,599.6794871794872,74,35,24,50,2,2,5,238,254,266,273,242,219,179,269,254,275,No,2.0,0.0,0.0
PRV54846,27,40,66,Both_Service,1,0,0,48,0.73,0.7424242424242424,2489.818181818182,73,13,27,32,2,5,1,100,113,124,110,105,83,79,111,116,122,No,2.0,0.0,0.0
PRV54847,60,135,408,Both_Service,1,0,0,226,0.55,1.3186274509803921,538.2745098039215,70,63,72,107,6,12,10,675,665,746,715,653,526,500,727,687,791,No,3.0,0.0,1.0
PRV54852,3,82,265,Outpatient,0,0,1,170,0.64,1.8679245283018868,258.07547169811323,73,36,46,67,2,5,8,407,409,509,440,381,324,354,422,430,490,No,0.0,0.0,1.0
PRV54854,3,55,205,Outpatient,0,0,1,148,0.72,1.6243902439024391,317.609756097561,68,25,30,44,1,4,6,298,328,384,336,310,246,246,370,346,382,No,0.0,0.0,0.0
PRV54855,3,129,311,Outpatient,0,0,1,198,0.64,1.8585209003215435,298.4244372990354,72,52,77,97,10,11,11,498,493,606,556,455,414,402,513,535,587,No,0.0,0.0,0.0
PRV54868,1,91,151,Outpatient,0,0,1,92,0.61,1.5231788079470199,254.56953642384107,72,32,59,67,8,9,7,233,264,286,274,244,185,189,256,255,287,No,0.0,0.0,0.0
PRV54877,21,63,98,Outpatient,0,0,1,56,0.57,2.173469387755102,411.53061224489795,73,23,40,55,4,2,2,139,153,181,163,155,117,119,179,166,188,No,4.0,0.0,1.0
PRV54878,7,15,24,Both_Service,1,0,0,16,0.67,1.9583333333333333,562.8333333333334,72,7,8,10,3,1,1,36,33,46,37,30,30,29,41,38,44,No,0.0,0.0,0.0
PRV54879,36,197,340,Both_Service,1,0,0,190,0.56,2.364705882352941,2663.5529411764705,73,85,112,153,24,13,7,529,501,607,537,524,412,393,552,554,635,Yes,2.0,1.0,0.0
PRV54882,132,220,414,Both_Service,1,0,0,322,0.78,1.961352657004831,1474.608695652174,73,98,122,170,22,14,14,657,649,775,682,631,515,492,695,687,779,Yes,8.0,1.0,0.0
PRV54885,181,289,510,Both_Service,1,0,0,388,0.76,2.0,1393.3019607843137,73,137,152,231,40,5,13,781,801,928,866,795,620,622,869,824,962,No,5.0,0.0,2.0
PRV54887,77,126,212,Outpatient,0,0,1,138,0.65,1.4245283018867925,350.47169811320754,74,50,76,101,10,5,10,342,330,406,368,319,263,270,322,345,402,No,7.0,0.0,0.0
PRV54888,147,324,638,Outpatient,0,0,1,450,0.71,1.7648902821316614,306.1442006269593,75,135,189,260,41,15,8,1046,978,1172,1059,965,804,783,1077,1060,1223,No,11.0,0.0,2.0
PRV54889,33,48,90,Both_Service,1,0,0,68,0.76,1.8666666666666667,1890.8444444444444,75,29,19,38,3,3,4,131,136,158,137,137,102,105,144,157,171,No,6.0,0.0,0.0
PRV54890,54,77,115,Both_Service,1,0,0,76,0.66,2.643478260869565,1195.7217391304348,74,37,40,55,17,1,4,184,179,214,186,176,152,134,195,185,215,No,1.0,0.0,1.0
PRV54892,30,46,73,Outpatient,0,0,1,48,0.66,1.9315068493150684,245.6164383561644,70,20,26,37,5,2,2,112,112,138,126,120,98,98,112,123,143,No,2.0,0.0,0.0
PRV54894,65,209,361,Both_Service,1,0,0,264,0.73,4.7894736842105265,8122.886426592798,74,95,114,166,22,14,7,531,534,637,582,550,450,424,606,622,660,Yes,2.0,1.0,1.0
PRV54895,27,1469,4741,Both_Service,1,0,0,2615,0.55,1.4838641636785488,318.61506011390003,73,595,874,1165,181,78,45,7610,7347,8709,7775,7305,6146,5758,7790,8022,9042,Yes,0.0,0.0,10.0
PRV54896,56,152,231,Both_Service,1,0,0,144,0.62,2.7835497835497836,4030.7619047619046,73,63,89,128,9,5,10,378,358,419,383,362,287,274,378,379,432,Yes,0.0,0.0,0.0
PRV54901,23,25,36,Both_Service,1,0,0,22,0.61,3.75,4568.0,74,16,9,20,2,1,2,55,53,71,60,57,48,46,59,62,68,No,2.0,0.0,0.0
PRV54907,22,120,253,Outpatient,0,0,1,166,0.66,1.3241106719367588,373.87351778656125,73,50,70,91,18,7,4,392,387,473,421,386,311,296,423,424,484,No,8.0,0.0,0.0
PRV54908,41,109,181,Outpatient,0,0,1,132,0.73,1.3701657458563536,305.02762430939225,75,45,64,90,4,9,6,292,273,349,318,279,238,226,308,308,349,No,3.0,0.0,0.0
PRV54909,22,27,43,Both_Service,1,0,0,32,0.74,2.6511627906976742,3533.4418604651164,75,9,18,20,4,1,2,72,69,77,70,68,60,53,75,67,82,No,0.0,0.0,0.0
PRV54910,70,152,297,Both_Service,1,0,0,164,0.55,0.7003367003367004,365.8047138047138,74,61,91,130,14,4,4,455,454,536,529,486,396,362,505,513,566,No,11.0,0.0,2.0
PRV54911,35,82,131,Outpatient,0,0,1,92,0.7,0.9847328244274809,337.70992366412213,73,34,48,67,8,6,1,220,212,240,218,205,172,167,229,231,252,No,2.0,0.0,0.0
PRV54914,14,220,553,Both_Service,1,0,0,302,0.55,1.4014466546112117,621.2622061482821,74,92,128,173,25,11,11,865,861,1029,931,879,702,673,939,961,1061,No,2.0,0.0,0.0
PRV54916,13,99,155,Both_Service,1,0,0,96,0.62,2.490322580645161,2066.283870967742,73,46,53,85,9,4,1,249,241,295,265,236,196,188,259,257,294,No,6.0,0.0,0.0
PRV54918,50,139,260,Both_Service,1,0,0,188,0.72,2.9076923076923076,5634.276923076923,75,61,78,112,15,7,5,395,411,483,399,412,329,305,423,415,497,Yes,5.0,1.0,0.0
PRV54919,40,155,277,Both_Service,1,0,0,198,0.71,1.332129963898917,375.51624548736464,75,63,92,128,13,9,5,429,431,504,488,432,347,341,457,468,535,No,1.0,0.0,0.0
PRV54923,17,57,127,Outpatient,0,0,1,96,0.76,1.4724409448818898,391.81102362204723,71,27,30,44,4,8,1,224,205,224,200,202,171,160,205,209,243,No,6.0,0.0,0.0
PRV54924,46,144,289,Both_Service,1,0,0,232,0.8,1.8131487889273357,1646.892733564014,75,67,77,119,9,8,8,444,437,539,496,444,364,368,480,487,554,No,12.0,0.0,0.0
PRV54925,24,97,180,Both_Service,1,0,0,116,0.64,2.7444444444444445,4404.822222222222,73,42,55,80,12,4,1,296,280,319,297,273,223,213,305,287,337,Yes,5.0,1.0,0.0
PRV54927,40,94,173,Outpatient,0,0,1,142,0.82,1.7572254335260116,230.57803468208093,75,42,52,72,11,7,4,272,271,313,297,273,224,217,293,277,330,No,1.0,0.0,0.0
PRV54929,21,26,39,Both_Service,1,0,0,26,0.67,6.6923076923076925,9690.564102564103,73,8,18,18,3,3,2,57,51,70,60,53,45,45,66,72,70,Yes,1.0,1.0,0.0
PRV54930,56,186,334,Both_Service,1,0,0,246,0.74,1.8892215568862276,455.88023952095807,74,80,106,148,16,15,7,525,525,615,573,517,419,407,558,568,642,No,3.0,0.0,1.0
PRV54931,36,50,91,Both_Service,1,0,0,78,0.86,4.384615384615385,5401.758241758242,75,21,29,42,6,1,1,136,130,166,139,132,106,106,143,142,172,Yes,3.0,1.0,1.0
PRV54933,16,53,100,Both_Service,1,0,0,72,0.72,3.5,4801.16,71,24,29,41,9,1,2,142,139,178,158,150,118,120,162,164,185,Yes,1.0,1.0,0.0
PRV54935,32,77,142,Both_Service,1,0,0,106,0.75,0.823943661971831,350.1267605633803,73,33,44,60,9,6,2,247,232,261,258,238,184,174,243,240,267,No,5.0,0.0,0.0
PRV54936,55,209,341,Both_Service,1,0,0,240,0.7,3.935483870967742,5507.032258064516,73,83,126,170,20,13,6,523,490,615,531,520,425,385,592,574,609,Yes,2.0,1.0,0.0
PRV54937,26,36,63,Both_Service,1,0,0,54,0.86,2.492063492063492,783.3968253968254,69,12,24,27,4,3,2,107,94,112,106,111,81,72,93,112,120,No,0.0,0.0,0.0
PRV54938,57,86,139,Outpatient,0,0,1,106,0.76,1.1223021582733812,313.8129496402878,74,35,51,71,10,2,3,218,217,256,234,214,169,159,234,228,262,No,1.0,0.0,0.0
PRV54939,240,1163,2099,Outpatient,0,0,1,1440,0.69,1.305383515959981,297.879942829919,74,521,642,977,90,63,33,3345,3277,3853,3516,3271,2696,2584,3490,3543,3952,Yes,3.0,1.0,3.0
PRV54942,58,119,212,Both_Service,1,0,0,164,0.77,1.8915094339622642,2488.4716981132074,76,46,73,90,22,5,2,339,317,388,351,337,274,265,344,347,394,Yes,7.0,1.0,0.0
PRV54944,86,115,197,Outpatient,0,0,1,154,0.78,0.9847715736040609,337.4111675126904,74,53,62,103,6,4,2,320,304,356,333,316,260,249,323,333,376,No,1.0,0.0,1.0
PRV54946,61,91,137,Outpatient,0,0,1,92,0.67,0.9635036496350365,383.57664233576645,72,36,55,74,10,2,5,218,219,253,241,217,197,162,238,226,258,No,8.0,0.0,0.0
PRV54949,138,375,634,Both_Service,1,0,0,444,0.7,2.408517350157729,1210.2933753943219,74,170,205,298,37,19,21,1022,995,1183,1061,976,795,797,1047,1063,1190,No,7.0,0.0,0.0
PRV54950,14,18,28,Both_Service,1,0,0,20,0.71,2.7142857142857144,4985.214285714285,77,4,14,11,2,3,2,44,42,53,40,41,36,36,48,44,50,Yes,1.0,1.0,0.0
PRV54952,78,147,251,Both_Service,1,0,0,204,0.81,2.2191235059760954,1098.980079681275,74,53,94,122,13,6,6,364,364,463,404,373,299,298,418,433,462,Yes,0.0,0.0,4.0
PRV54953,34,84,156,Outpatient,0,0,1,108,0.69,1.3397435897435896,270.64102564102564,73,35,49,69,7,2,6,233,250,279,251,228,188,188,249,264,293,No,1.0,0.0,0.0
PRV54954,47,71,111,Outpatient,0,0,1,80,0.72,1.7207207207207207,276.84684684684686,73,26,45,59,8,1,3,178,175,194,190,192,147,137,185,198,209,No,0.0,0.0,0.0
PRV54955,69,300,445,Both_Service,1,0,0,264,0.59,4.235955056179775,7363.829213483146,74,129,171,243,35,15,7,684,616,797,689,684,531,522,738,723,845,Yes,6.0,1.0,0.0
PRV54959,54,92,160,Both_Service,1,0,0,130,0.81,2.0625,1009.85,73,42,50,80,6,3,3,258,245,303,263,241,205,198,263,260,305,No,3.0,0.0,0.0
PRV54960,70,187,298,Outpatient,0,0,1,210,0.7,1.7013422818791946,289.26174496644296,76,84,103,155,17,4,11,465,452,560,505,460,382,370,510,493,555,No,7.0,0.0,0.0
PRV54963,46,67,99,Both_Service,1,0,0,64,0.65,1.2323232323232323,399.17171717171715,73,34,33,56,5,1,5,162,155,182,164,162,132,126,176,168,185,No,3.0,0.0,1.0
PRV54965,74,105,174,Both_Service,1,0,0,134,0.77,2.1666666666666665,1594.448275862069,75,46,59,87,12,2,4,269,265,318,300,278,220,204,301,294,336,No,4.0,0.0,2.0
