Provider,NetworkDegree,isFraudConnected,NoPhysicianCount
PRV51007,5.0,0.0,0.0
PRV51024,7.0,0.0,0.0
PRV51065,4.0,0.0,0.0
PRV57224,4.0,0.0,1.0
PRV55901,3.0,0.0,0.0
PRV57553,2.0,0.0,0.0
PRV55362,1.0,0.0,0.0
PRV53320,2.0,0.0,0.0
PRV53326,1.0,0.0,0.0
PRV52630,2.0,1.0,1.0
PRV54216,4.0,0.0,1.0
PRV54235,2.0,0.0,0.0
PRV52200,1.0,0.0,0.0
PRV53959,7.0,1.0,0.0
PRV53934,5.0,0.0,0.0
PRV53880,4.0,0.0,0.0
PRV53991,2.0,0.0,1.0
PRV52163,4.0,0.0,0.0
PRV52122,3.0,0.0,0.0
PRV52111,4.0,0.0,0.0
PRV55587,1.0,0.0,0.0
PRV55445,2.0,0.0,1.0
PRV53523,7.0,0.0,0.0
PRV53403,8.0,0.0,0.0
PRV53571,8.0,0.0,1.0
PRV53566,7.0,0.0,0.0
PRV53522,9.0,0.0,0.0
PRV57588,2.0,0.0,0.0
PRV57611,2.0,0.0,0.0
PRV57550,6.0,0.0,0.0
PRV57581,4.0,0.0,1.0
PRV57575,5.0,0.0,0.0
PRV57687,2.0,0.0,0.0
PRV56552,3.0,0.0,0.0
PRV51848,2.0,0.0,0.0
PRV51899,1.0,0.0,0.0
PRV57410,1.0,0.0,2.0
PRV53623,1.0,1.0,0.0
PRV57014,1.0,0.0,0.0
PRV57741,2.0,0.0,0.0
PRV55401,2.0,0.0,0.0
PRV55417,1.0,0.0,0.0
PRV53931,4.0,0.0,0.0
PRV57682,4.0,0.0,0.0
PRV51722,2.0,0.0,0.0
PRV51725,3.0,0.0,0.0
PRV57206,4.0,1.0,6.0
PRV56626,3.0,0.0,0.0
PRV56782,2.0,0.0,4.0
PRV56630,5.0,1.0,0.0
PRV56679,2.0,0.0,0.0
PRV56614,3.0,0.0,0.0
PRV56604,2.0,0.0,0.0
PRV56888,2.0,0.0,0.0
PRV54273,3.0,0.0,0.0
PRV54274,2.0,0.0,0.0
PRV54370,3.0,0.0,1.0
PRV54400,1.0,0.0,0.0
PRV53757,3.0,0.0,0.0
PRV55194,7.0,1.0,2.0
PRV55579,2.0,0.0,1.0
PRV55462,4.0,1.0,6.0
PRV55649,2.0,0.0,0.0
PRV53172,1.0,0.0,0.0
PRV53149,1.0,0.0,0.0
PRV53110,2.0,0.0,0.0
PRV54861,1.0,0.0,1.0
PRV53363,3.0,0.0,1.0
PRV52844,8.0,0.0,0.0
PRV52940,3.0,0.0,0.0
PRV53354,3.0,0.0,0.0
PRV51111,2.0,0.0,0.0
PRV51115,1.0,0.0,0.0
PRV52414,2.0,0.0,0.0
PRV56702,5.0,0.0,0.0
PRV54730,4.0,0.0,0.0
PRV55042,3.0,0.0,0.0
PRV55016,4.0,0.0,1.0
PRV53815,1.0,0.0,0.0
PRV53783,1.0,0.0,0.0
PRV51974,1.0,0.0,0.0
PRV52932,2.0,0.0,0.0
PRV57751,6.0,0.0,0.0
PRV56941,3.0,0.0,0.0
PRV56939,6.0,0.0,0.0
PRV55733,2.0,0.0,0.0
PRV55737,5.0,0.0,0.0
PRV55724,2.0,0.0,0.0
PRV56474,3.0,0.0,0.0
PRV56504,2.0,0.0,0.0
PRV56937,2.0,0.0,0.0
PRV57002,1.0,0.0,1.0
PRV54367,5.0,1.0,5.0
PRV53356,1.0,0.0,0.0
PRV55777,2.0,0.0,0.0
PRV55692,2.0,0.0,0.0
PRV51280,2.0,0.0,0.0
PRV55233,5.0,0.0,0.0
PRV55200,4.0,0.0,0.0
PRV55523,3.0,0.0,0.0
PRV56396,3.0,1.0,0.0
PRV54914,2.0,0.0,0.0
PRV55052,3.0,0.0,0.0
PRV53318,2.0,0.0,0.0
PRV53337,2.0,0.0,0.0
PRV52262,2.0,0.0,0.0
PRV52233,1.0,0.0,2.0
PRV54935,5.0,0.0,0.0
PRV54923,6.0,0.0,0.0
PRV55982,1.0,0.0,0.0
PRV53151,4.0,0.0,1.0
PRV53201,3.0,0.0,0.0
PRV53103,8.0,0.0,0.0
PRV51745,2.0,0.0,0.0
PRV53892,3.0,0.0,0.0
PRV53920,3.0,0.0,0.0
PRV57465,2.0,0.0,0.0
PRV57479,2.0,0.0,0.0
PRV53982,3.0,0.0,0.0
PRV52830,3.0,0.0,0.0
PRV51251,3.0,0.0,0.0
PRV52404,1.0,0.0,0.0
PRV52518,3.0,0.0,1.0
PRV55098,1.0,0.0,0.0
PRV56525,2.0,0.0,0.0
PRV56529,2.0,0.0,0.0
PRV56526,2.0,0.0,0.0
PRV53325,1.0,0.0,0.0
PRV53291,3.0,0.0,0.0
PRV56467,6.0,0.0,1.0
PRV56430,7.0,0.0,0.0
PRV54609,1.0,0.0,0.0
PRV55163,3.0,1.0,2.0
PRV55257,1.0,0.0,0.0
PRV56839,2.0,0.0,0.0
PRV57728,1.0,0.0,0.0
PRV57709,3.0,1.0,1.0
PRV56761,2.0,0.0,0.0
PRV52895,2.0,0.0,0.0
PRV52859,1.0,0.0,3.0
PRV54926,5.0,0.0,0.0
PRV55915,3.0,0.0,0.0
PRV53950,3.0,0.0,0.0
PRV53874,2.0,0.0,2.0
PRV52478,2.0,0.0,1.0
PRV52953,2.0,0.0,0.0
PRV53364,1.0,0.0,0.0
PRV51769,1.0,0.0,0.0
PRV51397,3.0,0.0,0.0
PRV56948,3.0,0.0,1.0
PRV56991,4.0,0.0,0.0
PRV57015,2.0,0.0,0.0
PRV53227,1.0,0.0,0.0
PRV53157,1.0,0.0,0.0
PRV51503,2.0,0.0,0.0
PRV52926,3.0,0.0,0.0
PRV52911,1.0,0.0,0.0
PRV52054,4.0,0.0,2.0
PRV54090,1.0,0.0,2.0
PRV54109,1.0,0.0,0.0
PRV52853,2.0,0.0,0.0
PRV55188,4.0,0.0,0.0
PRV56760,1.0,0.0,2.0
PRV56705,1.0,0.0,0.0
PRV53981,2.0,0.0,0.0
PRV53933,2.0,0.0,1.0
PRV51550,3.0,0.0,1.0
PRV51491,4.0,0.0,0.0
PRV51426,4.0,1.0,0.0
PRV53968,1.0,0.0,0.0
PRV55534,1.0,0.0,0.0
PRV57317,2.0,1.0,3.0
PRV55218,8.0,0.0,1.0
PRV55198,5.0,0.0,0.0
PRV52865,4.0,0.0,1.0
PRV52873,4.0,0.0,0.0
PRV52837,8.0,0.0,1.0
PRV51296,2.0,0.0,0.0
PRV54421,2.0,0.0,0.0
PRV56451,3.0,0.0,0.0
PRV53307,6.0,0.0,0.0
PRV54864,3.0,0.0,0.0
PRV54870,1.0,0.0,0.0
PRV51264,4.0,0.0,0.0
PRV51114,1.0,0.0,1.0
PRV51113,1.0,0.0,1.0
PRV53911,3.0,1.0,1.0
PRV53909,2.0,0.0,1.0
PRV56466,6.0,0.0,1.0
PRV55614,2.0,0.0,0.0
PRV55635,2.0,0.0,0.0
PRV52115,3.0,1.0,1.0
PRV56672,5.0,0.0,2.0
PRV56706,1.0,1.0,1.0
PRV56697,4.0,0.0,0.0
PRV55333,2.0,0.0,0.0
PRV55316,2.0,0.0,0.0
PRV55277,2.0,0.0,0.0
PRV55279,2.0,0.0,0.0
PRV55283,2.0,0.0,0.0
PRV53851,1.0,0.0,0.0
PRV54306,4.0,0.0,0.0
PRV56196,2.0,0.0,0.0
PRV56191,2.0,0.0,0.0
PRV53276,3.0,0.0,1.0
PRV57539,2.0,0.0,0.0
PRV56739,1.0,0.0,0.0
PRV56637,4.0,0.0,1.0
PRV54343,3.0,0.0,0.0
PRV52009,2.0,0.0,0.0
PRV52008,4.0,0.0,0.0
PRV52010,1.0,0.0,0.0
PRV53720,1.0,0.0,0.0
PRV55267,4.0,0.0,1.0
PRV55224,7.0,0.0,0.0
PRV56091,2.0,0.0,0.0
PRV56099,2.0,0.0,0.0
PRV56086,2.0,0.0,0.0
PRV57181,4.0,0.0,0.0
PRV56234,6.0,0.0,0.0
PRV54315,1.0,0.0,0.0
PRV54317,1.0,0.0,0.0
PRV54316,1.0,0.0,0.0
PRV56688,5.0,0.0,1.0
PRV53090,1.0,0.0,1.0
PRV53024,4.0,0.0,0.0
PRV51351,2.0,0.0,1.0
PRV51605,1.0,0.0,0.0
PRV54563,7.0,0.0,1.0
PRV54572,6.0,0.0,0.0
PRV55106,1.0,0.0,0.0
PRV54953,1.0,0.0,0.0
PRV54136,1.0,0.0,0.0
PRV54121,2.0,0.0,0.0
PRV56930,1.0,0.0,0.0
PRV56923,1.0,0.0,0.0
PRV55571,4.0,0.0,1.0
PRV52396,2.0,1.0,0.0
PRV57343,1.0,0.0,1.0
PRV51716,2.0,0.0,0.0
PRV51775,2.0,0.0,0.0
PRV52937,3.0,0.0,0.0
PRV56425,3.0,1.0,1.0
PRV56406,1.0,0.0,0.0
PRV55361,3.0,0.0,0.0
PRV55323,3.0,0.0,0.0
PRV54254,3.0,0.0,0.0
PRV56411,6.0,0.0,0.0
PRV56480,3.0,0.0,0.0
PRV53973,3.0,0.0,0.0
PRV53979,8.0,0.0,0.0
PRV53624,5.0,0.0,1.0
PRV55491,1.0,0.0,1.0
PRV55470,1.0,0.0,2.0
PRV57346,1.0,0.0,4.0
PRV57306,1.0,1.0,6.0
PRV57365,2.0,0.0,1.0
PRV57359,1.0,0.0,0.0
PRV54336,6.0,1.0,0.0
PRV55320,3.0,0.0,0.0
PRV54911,2.0,0.0,0.0
PRV55049,1.0,1.0,2.0
PRV55360,1.0,0.0,0.0
PRV55216,6.0,0.0,0.0
PRV51780,1.0,0.0,0.0
PRV51795,2.0,0.0,0.0
PRV55158,1.0,0.0,2.0
PRV56835,2.0,0.0,0.0
PRV54139,1.0,0.0,0.0
PRV52897,2.0,0.0,0.0
PRV53255,2.0,0.0,0.0
PRV55736,1.0,0.0,1.0
PRV56856,2.0,0.0,0.0
PRV52168,6.0,0.0,0.0
PRV57168,2.0,0.0,0.0
PRV55171,2.0,1.0,0.0
PRV54155,3.0,0.0,0.0
PRV54167,2.0,0.0,0.0
PRV56869,2.0,0.0,0.0
PRV57062,1.0,0.0,0.0
PRV51776,1.0,0.0,0.0
PRV53961,3.0,1.0,0.0
PRV52943,1.0,0.0,0.0
PRV52941,1.0,0.0,0.0
PRV52942,1.0,0.0,0.0
PRV51685,1.0,0.0,1.0
PRV51180,1.0,0.0,0.0
PRV52435,1.0,0.0,0.0
PRV52378,1.0,0.0,0.0
PRV57545,4.0,0.0,0.0
PRV55312,1.0,0.0,0.0
PRV52031,10.0,0.0,0.0
PRV56408,5.0,0.0,0.0
PRV52455,1.0,0.0,0.0
PRV54837,1.0,1.0,5.0
PRV54847,3.0,0.0,1.0
PRV53969,3.0,0.0,0.0
PRV54942,7.0,1.0,0.0
PRV54907,8.0,0.0,0.0
PRV56314,7.0,0.0,0.0
PRV51743,1.0,0.0,1.0
PRV51748,1.0,0.0,1.0
PRV52105,2.0,0.0,0.0
PRV57754,1.0,0.0,0.0
PRV56949,1.0,0.0,1.0
PRV55178,2.0,0.0,0.0
PRV56318,2.0,0.0,0.0
PRV53086,1.0,0.0,0.0
PRV53078,4.0,0.0,0.0
PRV53407,1.0,0.0,2.0
PRV51322,3.0,0.0,0.0
PRV56523,4.0,1.0,0.0
PRV56524,3.0,0.0,0.0
PRV56528,3.0,0.0,0.0
PRV51607,1.0,0.0,0.0
PRV51511,2.0,0.0,0.0
PRV54482,3.0,0.0,0.0
PRV52042,2.0,0.0,0.0
PRV55286,1.0,0.0,0.0
PRV56185,1.0,0.0,0.0
PRV56200,1.0,0.0,0.0
PRV55892,3.0,0.0,2.0
PRV52335,1.0,0.0,1.0
PRV56501,3.0,1.0,1.0
PRV56788,1.0,0.0,0.0
PRV52502,2.0,1.0,0.0
PRV53845,1.0,0.0,0.0
PRV53838,1.0,0.0,0.0
PRV53887,1.0,1.0,2.0
PRV53935,2.0,0.0,0.0
PRV51940,2.0,1.0,1.0
PRV51933,3.0,0.0,0.0
PRV54349,4.0,0.0,0.0
PRV54439,1.0,0.0,0.0
PRV53937,4.0,1.0,0.0
PRV52826,2.0,1.0,0.0
PRV52880,1.0,0.0,0.0
PRV53956,1.0,0.0,0.0
PRV52406,2.0,0.0,0.0
PRV53657,1.0,0.0,0.0
PRV51036,1.0,0.0,0.0
PRV52683,1.0,0.0,0.0
PRV57419,2.0,0.0,0.0
PRV52367,4.0,0.0,2.0
PRV52331,3.0,0.0,0.0
PRV51734,1.0,0.0,0.0
PRV56345,3.0,0.0,2.0
PRV56362,3.0,0.0,0.0
PRV55099,1.0,0.0,1.0
PRV54985,4.0,0.0,0.0
PRV54690,1.0,0.0,5.0
PRV56242,1.0,0.0,1.0
PRV56253,1.0,1.0,1.0
PRV55941,1.0,0.0,0.0
PRV56105,1.0,0.0,0.0
PRV53717,4.0,0.0,0.0
PRV53690,2.0,0.0,0.0
PRV53740,4.0,0.0,0.0
PRV53729,3.0,0.0,0.0
PRV55339,1.0,0.0,0.0
PRV55307,1.0,0.0,2.0
PRV54889,6.0,0.0,0.0
PRV55964,2.0,0.0,0.0
PRV55926,1.0,0.0,0.0
PRV56514,1.0,0.0,0.0
PRV57716,1.0,0.0,0.0
PRV55447,1.0,0.0,1.0
PRV55601,1.0,0.0,0.0
PRV51386,4.0,0.0,0.0
PRV53253,4.0,0.0,0.0
PRV53323,1.0,0.0,0.0
PRV55549,1.0,0.0,0.0
PRV54111,1.0,1.0,1.0
PRV51787,1.0,0.0,0.0
PRV51678,3.0,0.0,1.0
PRV56606,2.0,0.0,1.0
PRV56330,2.0,0.0,0.0
PRV56255,3.0,0.0,1.0
PRV56277,1.0,0.0,0.0
PRV56281,1.0,0.0,0.0
PRV56233,1.0,0.0,0.0
PRV52011,3.0,0.0,0.0
PRV53722,2.0,0.0,0.0
PRV51041,1.0,0.0,0.0
PRV51055,1.0,0.0,0.0
PRV51527,4.0,0.0,0.0
PRV53000,6.0,0.0,0.0
PRV57175,1.0,0.0,0.0
PRV57232,2.0,0.0,0.0
PRV54256,1.0,0.0,3.0
PRV57231,4.0,0.0,0.0
PRV57485,1.0,0.0,0.0
PRV57445,2.0,0.0,0.0
PRV57264,3.0,0.0,0.0
PRV57269,3.0,0.0,1.0
PRV57282,3.0,1.0,0.0
PRV57275,3.0,0.0,0.0
PRV51306,1.0,0.0,0.0
PRV55203,2.0,0.0,0.0
PRV52090,4.0,0.0,0.0
PRV54450,2.0,0.0,0.0
PRV54444,3.0,0.0,0.0
PRV54371,5.0,0.0,0.0
PRV56417,3.0,0.0,0.0
PRV56398,3.0,0.0,0.0
PRV54578,5.0,0.0,0.0
PRV52167,6.0,0.0,0.0
PRV52484,1.0,0.0,0.0
PRV52469,1.0,0.0,0.0
PRV57586,1.0,0.0,1.0
PRV57509,5.0,0.0,0.0
PRV55818,1.0,0.0,0.0
PRV52899,1.0,0.0,0.0
PRV56689,1.0,1.0,5.0
PRV56810,2.0,0.0,0.0
PRV56138,3.0,0.0,0.0
PRV56165,1.0,0.0,0.0
PRV54393,2.0,0.0,0.0
PRV56889,5.0,0.0,1.0
PRV54774,2.0,0.0,3.0
PRV54643,2.0,0.0,0.0
PRV53660,1.0,0.0,0.0
PRV53638,3.0,0.0,0.0
PRV52075,1.0,0.0,0.0
PRV51732,1.0,0.0,0.0
PRV51744,1.0,0.0,0.0
PRV51292,3.0,0.0,0.0
PRV51265,1.0,0.0,0.0
PRV54526,1.0,0.0,0.0
PRV54538,3.0,0.0,0.0
PRV54128,2.0,0.0,0.0
PRV55010,8.0,1.0,0.0
PRV54504,3.0,1.0,1.0
PRV54539,1.0,0.0,1.0
PRV54265,1.0,0.0,0.0
PRV57223,2.0,1.0,0.0
PRV57190,4.0,0.0,1.0
PRV53289,8.0,0.0,0.0
PRV52219,2.0,0.0,0.0
PRV54489,3.0,0.0,0.0
PRV57219,5.0,0.0,0.0
PRV57207,3.0,0.0,0.0
PRV57212,2.0,0.0,1.0
PRV51852,1.0,0.0,0.0
PRV54667,2.0,0.0,1.0
PRV54354,4.0,1.0,0.0
PRV54457,1.0,0.0,0.0
PRV56790,1.0,0.0,0.0
PRV54947,8.0,0.0,0.0
PRV55322,5.0,0.0,0.0
PRV55318,2.0,0.0,0.0
PRV53547,3.0,0.0,0.0
PRV53453,1.0,0.0,0.0
PRV54266,5.0,0.0,1.0
PRV55439,1.0,0.0,0.0
PRV55639,1.0,0.0,0.0
PRV53474,1.0,0.0,0.0
PRV55179,5.0,0.0,0.0
PRV51284,3.0,0.0,0.0
PRV57375,2.0,0.0,0.0
PRV57392,1.0,0.0,0.0
PRV54814,1.0,0.0,0.0
PRV54790,1.0,0.0,0.0
PRV57148,3.0,0.0,0.0
PRV56272,2.0,0.0,0.0
PRV56228,3.0,0.0,0.0
PRV54478,2.0,0.0,0.0
PRV54588,1.0,0.0,0.0
PRV54410,1.0,0.0,0.0
PRV54432,2.0,0.0,0.0
PRV57576,4.0,0.0,0.0
PRV57526,3.0,0.0,0.0
PRV57574,3.0,0.0,0.0
PRV53806,2.0,0.0,1.0
PRV57031,2.0,0.0,0.0
PRV55026,4.0,0.0,1.0
PRV55402,4.0,0.0,0.0
PRV54162,4.0,0.0,0.0
PRV55423,6.0,0.0,0.0
PRV54135,4.0,0.0,0.0
PRV54168,7.0,0.0,0.0
PRV56189,1.0,0.0,0.0
PRV56186,1.0,0.0,0.0
PRV53784,3.0,0.0,0.0
PRV55956,2.0,0.0,0.0
PRV54988,3.0,0.0,0.0
PRV57110,2.0,0.0,1.0
PRV56611,3.0,0.0,0.0
PRV53640,2.0,0.0,0.0
PRV54276,2.0,0.0,1.0
PRV56716,2.0,0.0,0.0
PRV55449,2.0,0.0,1.0
PRV55633,1.0,0.0,1.0
PRV55069,2.0,0.0,0.0
PRV55093,2.0,0.0,0.0
PRV55024,5.0,0.0,0.0
PRV57030,1.0,1.0,0.0
PRV56353,3.0,0.0,0.0
PRV57324,2.0,0.0,0.0
PRV53980,2.0,0.0,0.0
PRV53960,1.0,0.0,3.0
PRV53945,1.0,0.0,0.0
PRV51293,1.0,0.0,1.0
PRV51312,1.0,0.0,0.0
PRV51936,1.0,0.0,0.0
PRV52356,4.0,0.0,1.0
PRV57238,1.0,0.0,1.0
PRV57240,4.0,0.0,0.0
PRV54596,1.0,0.0,0.0
PRV54636,1.0,0.0,0.0
PRV54614,2.0,0.0,0.0
PRV55255,4.0,0.0,0.0
PRV55270,3.0,0.0,0.0
PRV57596,1.0,0.0,0.0
PRV52706,2.0,0.0,0.0
PRV53114,7.0,1.0,0.0
PRV53558,3.0,0.0,0.0
PRV53534,1.0,0.0,0.0
PRV57470,1.0,0.0,0.0
PRV57472,1.0,0.0,0.0
PRV57541,3.0,0.0,0.0
PRV57542,3.0,0.0,0.0
PRV57517,1.0,0.0,0.0
PRV53450,1.0,0.0,0.0
PRV53315,3.0,0.0,0.0
PRV53314,2.0,0.0,0.0
PRV51999,2.0,0.0,0.0
PRV51989,1.0,0.0,0.0
PRV52135,4.0,1.0,2.0
PRV56437,1.0,1.0,1.0
PRV56601,2.0,0.0,0.0
PRV52013,1.0,0.0,0.0
PRV54133,3.0,0.0,0.0
PRV54198,3.0,0.0,0.0
PRV54197,2.0,0.0,0.0
PRV56404,1.0,0.0,1.0
PRV53344,2.0,0.0,0.0
PRV53350,2.0,0.0,0.0
PRV53361,2.0,0.0,0.0
PRV53334,1.0,0.0,0.0
PRV56575,1.0,1.0,3.0
PRV54041,1.0,0.0,0.0
PRV56800,1.0,0.0,2.0
PRV56886,1.0,0.0,0.0
PRV53805,3.0,0.0,0.0
PRV53808,4.0,1.0,1.0
PRV53837,3.0,0.0,0.0
PRV52264,2.0,0.0,0.0
PRV52229,1.0,0.0,0.0
PRV56592,3.0,1.0,0.0
PRV52583,4.0,0.0,0.0
PRV51061,2.0,0.0,1.0
PRV51021,2.0,1.0,1.0
PRV55641,1.0,0.0,0.0
PRV53254,1.0,0.0,0.0
PRV53301,1.0,0.0,0.0
PRV53268,3.0,0.0,0.0
PRV57374,3.0,0.0,0.0
PRV54345,9.0,0.0,0.0
PRV52662,8.0,0.0,0.0
PRV52698,2.0,0.0,1.0
PRV53876,1.0,0.0,0.0
PRV54620,4.0,0.0,0.0
PRV54616,4.0,0.0,0.0
PRV54618,4.0,0.0,0.0
PRV54599,4.0,0.0,1.0
PRV52246,6.0,0.0,0.0
PRV52217,5.0,0.0,0.0
PRV54939,3.0,1.0,3.0
PRV55005,1.0,0.0,1.0
PRV51665,2.0,0.0,0.0
PRV55700,8.0,0.0,0.0
PRV55780,2.0,0.0,0.0
PRV55750,3.0,0.0,0.0
PRV54590,6.0,0.0,0.0
PRV51747,2.0,0.0,0.0
PRV52320,3.0,1.0,0.0
PRV57561,1.0,0.0,0.0
PRV54066,1.0,0.0,2.0
PRV57557,1.0,0.0,0.0
PRV52878,1.0,0.0,0.0
PRV53794,1.0,0.0,0.0
PRV54365,1.0,0.0,0.0
PRV57729,1.0,0.0,0.0
PRV56796,5.0,0.0,0.0
PRV51584,2.0,1.0,0.0
PRV57330,2.0,0.0,0.0
PRV57334,2.0,0.0,0.0
PRV51366,1.0,0.0,1.0
PRV51535,7.0,0.0,1.0
PRV55575,4.0,0.0,0.0
PRV55904,2.0,0.0,0.0
PRV51212,1.0,0.0,0.0
PRV51210,1.0,0.0,0.0
PRV55963,2.0,0.0,0.0
PRV57328,1.0,0.0,0.0
PRV53342,1.0,0.0,0.0
PRV51453,2.0,0.0,0.0
PRV54968,1.0,0.0,0.0
PRV54892,2.0,0.0,0.0
PRV52101,1.0,0.0,0.0
PRV52178,1.0,1.0,0.0
PRV55045,4.0,0.0,0.0
PRV53131,2.0,0.0,0.0
PRV52921,5.0,0.0,0.0
PRV51560,1.0,1.0,3.0
PRV55990,1.0,0.0,0.0
PRV53087,3.0,0.0,0.0
PRV57204,4.0,1.0,0.0
PRV57202,1.0,0.0,0.0
PRV52256,5.0,0.0,0.0
PRV52238,6.0,0.0,0.0
PRV53107,1.0,0.0,0.0
PRV52554,2.0,0.0,0.0
PRV53849,1.0,0.0,0.0
PRV53821,1.0,0.0,0.0
PRV53568,2.0,0.0,0.0
PRV53561,3.0,0.0,0.0
PRV53427,8.0,0.0,0.0
PRV52143,9.0,0.0,0.0
PRV57339,1.0,0.0,4.0
PRV56972,1.0,0.0,0.0
PRV51287,1.0,0.0,0.0
PRV51300,1.0,0.0,0.0
PRV52951,1.0,0.0,0.0
PRV54697,3.0,0.0,0.0
PRV52037,6.0,0.0,0.0
PRV53221,2.0,0.0,0.0
PRV53222,2.0,0.0,0.0
PRV53812,1.0,0.0,0.0
PRV53807,4.0,0.0,2.0
PRV54468,2.0,0.0,0.0
PRV53877,3.0,0.0,0.0
PRV53942,3.0,0.0,0.0
PRV51149,1.0,1.0,0.0
PRV54602,5.0,0.0,0.0
PRV53040,3.0,0.0,0.0
PRV56556,3.0,0.0,2.0
PRV56209,4.0,0.0,2.0
PRV51470,1.0,0.0,0.0
PRV51682,1.0,0.0,0.0
PRV56758,1.0,0.0,1.0
PRV56741,1.0,0.0,0.0
PRV53772,1.0,0.0,0.0
PRV53792,1.0,1.0,0.0
PRV54237,3.0,0.0,0.0
PRV54226,3.0,0.0,0.0
PRV53249,2.0,0.0,0.0
PRV55410,4.0,0.0,0.0
PRV55408,1.0,0.0,0.0
PRV57157,4.0,0.0,0.0
PRV54703,2.0,0.0,0.0
PRV54681,4.0,0.0,0.0
PRV51083,2.0,0.0,0.0
PRV51031,3.0,0.0,0.0
PRV54255,1.0,0.0,2.0
PRV53284,4.0,0.0,0.0
PRV52341,5.0,0.0,1.0
PRV52351,4.0,0.0,0.0
PRV53042,3.0,0.0,1.0
PRV53727,2.0,0.0,0.0
PRV51994,4.0,0.0,0.0
PRV54238,1.0,0.0,0.0
PRV56497,3.0,0.0,0.0
PRV53483,4.0,0.0,0.0
PRV53470,6.0,0.0,1.0
PRV53721,2.0,0.0,0.0
PRV53260,2.0,0.0,0.0
PRV55057,2.0,1.0,0.0
PRV54233,3.0,0.0,0.0
PRV54246,1.0,0.0,0.0
PRV53536,7.0,0.0,0.0
PRV53549,4.0,0.0,0.0
PRV53532,7.0,0.0,0.0
PRV53555,7.0,0.0,0.0
PRV53411,5.0,0.0,0.0
PRV53585,5.0,0.0,0.0
PRV55376,1.0,0.0,0.0
PRV53659,1.0,0.0,0.0
PRV53658,1.0,0.0,1.0
PRV53916,1.0,0.0,1.0
PRV53841,2.0,0.0,0.0
PRV53827,1.0,0.0,0.0
PRV54252,2.0,0.0,0.0
PRV51222,1.0,0.0,0.0
PRV51218,1.0,0.0,0.0
PRV57142,2.0,0.0,0.0
PRV57143,2.0,0.0,0.0
PRV57100,4.0,0.0,1.0
PRV51191,2.0,0.0,0.0
PRV55929,1.0,0.0,1.0
PRV56013,2.0,0.0,0.0
PRV53927,1.0,0.0,0.0
PRV52415,3.0,0.0,0.0
PRV52437,3.0,0.0,0.0
PRV55948,2.0,0.0,0.0
PRV54735,2.0,0.0,0.0
PRV55019,2.0,1.0,0.0
PRV57137,2.0,0.0,0.0
PRV57136,1.0,0.0,0.0
PRV51229,1.0,0.0,0.0
PRV51228,1.0,0.0,0.0
PRV54413,3.0,0.0,0.0
PRV54355,1.0,0.0,0.0
PRV55269,4.0,0.0,0.0
PRV53016,3.0,0.0,0.0
PRV53019,2.0,0.0,0.0
PRV53043,2.0,0.0,0.0
PRV53048,2.0,0.0,0.0
PRV53990,6.0,0.0,1.0
PRV53919,2.0,1.0,0.0
PRV53995,3.0,0.0,0.0
PRV57531,3.0,0.0,0.0
PRV56965,4.0,0.0,0.0
PRV52098,1.0,0.0,1.0
PRV53905,6.0,0.0,0.0
PRV55062,2.0,0.0,0.0
PRV52073,2.0,0.0,2.0
PRV55640,2.0,0.0,0.0
PRV55619,2.0,0.0,0.0
PRV55627,4.0,0.0,0.0
PRV55566,1.0,0.0,0.0
PRV52381,2.0,0.0,1.0
PRV52686,1.0,0.0,0.0
PRV52275,1.0,0.0,0.0
PRV53283,2.0,0.0,1.0
PRV56432,2.0,0.0,0.0
PRV52436,1.0,0.0,0.0
PRV52354,2.0,0.0,0.0
PRV51874,1.0,0.0,0.0
PRV57688,1.0,0.0,0.0
PRV51735,1.0,0.0,0.0
PRV53814,2.0,0.0,0.0
PRV53769,5.0,1.0,1.0
PRV56421,4.0,1.0,0.0
PRV54353,4.0,0.0,0.0
PRV55822,1.0,0.0,2.0
PRV55819,1.0,0.0,0.0
PRV52520,3.0,0.0,0.0
PRV52521,2.0,0.0,0.0
PRV55180,4.0,0.0,1.0
PRV56954,2.0,0.0,0.0
PRV56967,1.0,0.0,0.0
PRV54404,1.0,0.0,1.0
PRV51443,6.0,0.0,1.0
PRV53703,1.0,0.0,0.0
PRV53669,1.0,0.0,0.0
PRV51973,2.0,0.0,0.0
PRV52474,2.0,0.0,0.0
PRV52480,4.0,0.0,0.0
PRV52407,3.0,0.0,0.0
PRV52419,3.0,0.0,1.0
PRV53386,2.0,0.0,0.0
PRV51256,2.0,0.0,0.0
PRV52668,1.0,0.0,0.0
PRV52677,1.0,0.0,0.0
PRV53612,2.0,0.0,0.0
PRV53606,4.0,0.0,0.0
PRV53492,3.0,0.0,0.0
PRV53435,3.0,0.0,0.0
PRV53050,2.0,0.0,0.0
PRV54619,1.0,0.0,0.0
PRV56388,1.0,0.0,0.0
PRV54781,3.0,1.0,0.0
PRV53341,1.0,0.0,0.0
PRV53355,1.0,0.0,0.0
PRV54320,1.0,0.0,0.0
PRV54285,3.0,0.0,0.0
PRV56973,2.0,0.0,0.0
PRV51601,1.0,0.0,0.0
PRV52574,2.0,1.0,0.0
PRV52549,1.0,0.0,0.0
PRV53790,2.0,1.0,2.0
PRV52938,1.0,0.0,0.0
PRV52919,1.0,0.0,0.0
PRV56482,3.0,0.0,0.0
