Provider,Phys_Count,Patient_Count,Norm_Patient_Count,Claim_Count,Norm_Claim_Count,Service_Type,Both_Service,Inpatient,Outpatient,Inpatient_Count,Outpatient_Count,Norm_Inpatient_Count,Norm_Outpatient_Count,DuplicateClaims,Duplicate_Claims_Percent,AvgClaimDuration,Avg_Cost,Avg_Age,Gender1,Gender2,Race1,Race2,Race3,Race5,ChronicCond_Alzheimer_1,ChronicCond_Alzheimer_2,ChronicCond_KidneyDisease_1,ChronicCond_KidneyDisease_2,ChronicCond_Cancer_1,ChronicCond_Cancer_2,ChronicCond_ObstrPulmonary_1,ChronicCond_ObstrPulmonary_2,ChronicCond_Depression_1,ChronicCond_Depression_2,ChronicCond_Diabetes_1,ChronicCond_Diabetes_2,ChronicCond_IschemicHeart_1,ChronicCond_IschemicHeart_2,ChronicCond_Osteoporasis_1,ChronicCond_Osteoporasis_2,ChronicCond_rheumatoidarthritis_1,ChronicCond_rheumatoidarthritis_2,ChronicCond_stroke_1,ChronicCond_stroke_2,PotentialFraud,NetworkDegree,isFraudConnected,NoPhysicianCount,FraudNeighbor_Count
PRV54520,6,11,1.83,15,2.5,Outpatient,0,0,1,0.0,15.0,0.0,1.0,0.0,0.0,4.6,546.6666666666666,76,2.0,9.0,11.0,0.0,0.0,0.0,6.0,5.0,7.0,4.0,1.0,10.0,5.0,6.0,7.0,4.0,8.0,3.0,11.0,0.0,1.0,10.0,5.0,6.0,1.0,10.0,No,3.0,1.0,1.0,1.0
PRV54521,8,39,4.88,64,8.0,Outpatient,0,0,1,0.0,64.0,0.0,1.0,0.0,0.0,1.734375,501.875,72,20.0,19.0,35.0,0.0,4.0,0.0,12.0,27.0,11.0,28.0,4.0,35.0,6.0,33.0,14.0,25.0,26.0,13.0,23.0,16.0,12.0,27.0,10.0,29.0,4.0,35.0,No,4.0,1.0,0.0,1.0
PRV54522,2,2,1.0,2,1.0,Outpatient,0,0,1,0.0,2.0,0.0,1.0,0.0,0.0,0.5,1015.0,66,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,No,0.0,0.0,0.0,0.0
PRV54523,1,1,1.0,1,1.0,Outpatient,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,90.0,83,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,No,0.0,0.0,0.0,0.0
PRV54524,8,16,2.0,21,2.62,Outpatient,0,0,1,0.0,21.0,0.0,1.0,0.0,0.0,0.09523809523809523,135.23809523809524,75,6.0,10.0,16.0,0.0,0.0,0.0,8.0,8.0,6.0,10.0,4.0,12.0,6.0,10.0,9.0,7.0,13.0,3.0,13.0,3.0,4.0,12.0,5.0,11.0,5.0,11.0,No,0.0,0.0,0.0,0.0
PRV54526,7,17,2.43,46,6.57,Outpatient,0,0,1,0.0,46.0,0.0,1.0,0.0,0.0,0.15217391304347827,224.1304347826087,71,10.0,7.0,16.0,0.0,1.0,0.0,5.0,12.0,4.0,13.0,2.0,15.0,3.0,14.0,7.0,10.0,10.0,7.0,11.0,6.0,5.0,12.0,8.0,9.0,0.0,17.0,No,1.0,0.0,0.0,0.0
PRV54528,1,9,9.0,23,23.0,Outpatient,0,0,1,0.0,23.0,0.0,1.0,0.0,0.0,0.8695652173913043,248.2608695652174,73,5.0,4.0,9.0,0.0,0.0,0.0,0.0,9.0,3.0,6.0,0.0,9.0,0.0,9.0,5.0,4.0,5.0,4.0,7.0,2.0,3.0,6.0,4.0,5.0,1.0,8.0,No,0.0,0.0,0.0,0.0
PRV54529,5,5,1.0,5,1.0,Outpatient,0,0,1,0.0,5.0,0.0,1.0,0.0,0.0,0.0,46.0,83,2.0,3.0,5.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,1.0,4.0,2.0,3.0,2.0,3.0,4.0,1.0,3.0,2.0,0.0,5.0,2.0,3.0,0.0,5.0,No,2.0,1.0,0.0,2.0
PRV54530,2,4,2.0,13,6.5,Outpatient,0,0,1,0.0,13.0,0.0,1.0,0.0,0.0,3.076923076923077,202.30769230769232,81,0.0,4.0,4.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,3.0,0.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,0.0,4.0,No,0.0,0.0,0.0,0.0
PRV54531,14,26,1.86,30,2.14,Both_Service,1,0,0,1.0,29.0,0.03,0.97,0.0,0.0,1.1333333333333333,506.6,75,16.0,10.0,26.0,0.0,0.0,0.0,10.0,16.0,10.0,16.0,2.0,24.0,10.0,16.0,8.0,18.0,21.0,5.0,20.0,6.0,13.0,13.0,8.0,18.0,1.0,25.0,No,1.0,0.0,0.0,0.0
PRV54535,14,29,2.07,34,2.43,Outpatient,0,0,1,0.0,34.0,0.0,1.0,0.0,0.0,2.235294117647059,211.47058823529412,70,14.0,15.0,26.0,0.0,3.0,0.0,14.0,15.0,8.0,21.0,5.0,24.0,6.0,23.0,15.0,14.0,21.0,8.0,23.0,6.0,7.0,22.0,14.0,15.0,7.0,22.0,No,2.0,1.0,0.0,1.0
PRV54536,6,11,1.83,13,2.17,Outpatient,0,0,1,0.0,13.0,0.0,1.0,0.0,0.0,0.8461538461538461,376.15384615384613,70,6.0,5.0,11.0,0.0,0.0,0.0,2.0,9.0,2.0,9.0,2.0,9.0,2.0,9.0,5.0,6.0,9.0,2.0,6.0,5.0,3.0,8.0,4.0,7.0,0.0,11.0,No,1.0,0.0,0.0,0.0
PRV54537,1,20,20.0,60,60.0,Outpatient,0,0,1,0.0,60.0,0.0,1.0,0.0,0.0,2.316666666666667,377.8333333333333,71,11.0,9.0,19.0,0.0,1.0,0.0,6.0,14.0,5.0,15.0,5.0,15.0,6.0,14.0,12.0,8.0,16.0,4.0,16.0,4.0,6.0,14.0,9.0,11.0,2.0,18.0,No,0.0,0.0,0.0,0.0
PRV54538,11,32,2.91,48,4.36,Outpatient,0,0,1,0.0,48.0,0.0,1.0,0.0,0.0,1.3333333333333333,454.375,76,17.0,15.0,30.0,0.0,2.0,0.0,13.0,19.0,9.0,23.0,3.0,29.0,6.0,26.0,13.0,19.0,20.0,12.0,16.0,16.0,8.0,24.0,11.0,21.0,4.0,28.0,No,3.0,0.0,0.0,0.0
PRV54539,14,43,3.07,69,4.93,Outpatient,0,0,1,0.0,69.0,0.0,1.0,0.0,0.0,0.463768115942029,267.2463768115942,72,24.0,19.0,42.0,0.0,1.0,0.0,16.0,27.0,20.0,23.0,2.0,41.0,16.0,27.0,16.0,27.0,29.0,14.0,31.0,12.0,14.0,29.0,11.0,32.0,4.0,39.0,No,1.0,1.0,1.0,1.0
PRV54540,11,19,1.73,20,1.82,Outpatient,0,0,1,0.0,20.0,0.0,1.0,0.0,0.0,0.0,489.5,75,6.0,13.0,17.0,0.0,2.0,0.0,6.0,13.0,6.0,13.0,4.0,15.0,5.0,14.0,6.0,13.0,11.0,8.0,12.0,7.0,8.0,11.0,3.0,16.0,1.0,18.0,Yes,1.0,0.0,0.0,0.0
PRV54541,5,6,1.2,7,1.4,Both_Service,1,0,0,2.0,5.0,0.29,0.71,0.0,0.0,0.7142857142857143,1169.4285714285713,76,3.0,3.0,6.0,0.0,0.0,0.0,2.0,4.0,2.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,3.0,3.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,No,0.0,0.0,0.0,0.0
PRV54542,6,14,2.33,20,3.33,Both_Service,1,0,0,5.0,15.0,0.25,0.75,0.0,0.0,2.35,2042.0,74,5.0,9.0,14.0,0.0,0.0,0.0,8.0,6.0,8.0,6.0,3.0,11.0,3.0,11.0,5.0,9.0,10.0,4.0,12.0,2.0,3.0,11.0,8.0,6.0,3.0,11.0,No,2.0,1.0,0.0,1.0
PRV54543,10,15,1.5,17,1.7,Both_Service,1,0,0,3.0,14.0,0.18,0.82,0.0,0.0,3.0,2644.9411764705883,68,8.0,7.0,15.0,0.0,0.0,0.0,4.0,11.0,9.0,6.0,1.0,14.0,5.0,10.0,7.0,8.0,14.0,1.0,14.0,1.0,4.0,11.0,6.0,9.0,2.0,13.0,Yes,0.0,0.0,0.0,0.0
PRV54544,2,8,4.0,28,14.0,Outpatient,0,0,1,0.0,28.0,0.0,1.0,0.0,0.0,1.4285714285714286,191.07142857142858,75,6.0,2.0,7.0,0.0,1.0,0.0,4.0,4.0,1.0,7.0,1.0,7.0,3.0,5.0,4.0,4.0,5.0,3.0,6.0,2.0,3.0,5.0,2.0,6.0,0.0,8.0,No,0.0,0.0,0.0,0.0
PRV54545,1,1,1.0,2,2.0,Outpatient,0,0,1,0.0,2.0,0.0,1.0,0.0,0.0,0.0,90.0,96,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,No,0.0,0.0,0.0,0.0
PRV54546,2,6,3.0,6,3.0,Outpatient,0,0,1,0.0,6.0,0.0,1.0,0.0,0.0,0.0,168.33333333333334,65,3.0,3.0,6.0,0.0,0.0,0.0,1.0,5.0,1.0,5.0,0.0,6.0,1.0,5.0,2.0,4.0,2.0,4.0,5.0,1.0,1.0,5.0,2.0,4.0,1.0,5.0,No,0.0,0.0,0.0,0.0
PRV54547,2,3,1.5,3,1.5,Outpatient,0,0,1,0.0,3.0,0.0,1.0,0.0,0.0,0.0,180.0,70,2.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,3.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0,3.0,No,0.0,0.0,0.0,0.0
PRV54548,2,7,3.5,12,6.0,Outpatient,0,0,1,0.0,12.0,0.0,1.0,0.0,0.0,0.08333333333333333,157.5,67,4.0,3.0,7.0,0.0,0.0,0.0,1.0,6.0,0.0,7.0,1.0,6.0,2.0,5.0,3.0,4.0,4.0,3.0,6.0,1.0,1.0,6.0,2.0,5.0,1.0,6.0,No,1.0,0.0,0.0,0.0
PRV54549,1,1,1.0,1,1.0,Outpatient,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,40.0,66,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,No,0.0,0.0,0.0,0.0
PRV54550,1,13,13.0,21,21.0,Outpatient,0,0,1,0.0,21.0,0.0,1.0,0.0,0.0,2.4285714285714284,264.2857142857143,72,7.0,6.0,12.0,0.0,1.0,0.0,2.0,11.0,6.0,7.0,1.0,12.0,6.0,7.0,5.0,8.0,10.0,3.0,10.0,3.0,4.0,9.0,5.0,8.0,1.0,12.0,No,0.0,0.0,0.0,0.0
PRV54551,1,5,5.0,7,7.0,Outpatient,0,0,1,0.0,7.0,0.0,1.0,0.0,0.0,1.4285714285714286,280.0,76,1.0,4.0,4.0,0.0,1.0,0.0,0.0,5.0,1.0,4.0,0.0,5.0,1.0,4.0,1.0,4.0,3.0,2.0,4.0,1.0,1.0,4.0,0.0,5.0,0.0,5.0,No,0.0,0.0,0.0,0.0
PRV54552,3,28,9.33,45,15.0,Outpatient,0,0,1,0.0,45.0,0.0,1.0,0.0,0.0,0.8,257.1111111111111,76,15.0,13.0,27.0,0.0,1.0,0.0,8.0,20.0,10.0,18.0,2.0,26.0,10.0,18.0,10.0,18.0,17.0,11.0,23.0,5.0,8.0,20.0,8.0,20.0,2.0,26.0,No,0.0,0.0,1.0,0.0
PRV54553,3,12,4.0,18,6.0,Outpatient,0,0,1,0.0,18.0,0.0,1.0,0.0,0.0,0.0,207.77777777777777,76,4.0,8.0,12.0,0.0,0.0,0.0,4.0,8.0,2.0,10.0,0.0,12.0,2.0,10.0,5.0,7.0,6.0,6.0,10.0,2.0,4.0,8.0,2.0,10.0,1.0,11.0,No,0.0,0.0,0.0,0.0
PRV54554,2,8,4.0,26,13.0,Outpatient,0,0,1,0.0,26.0,0.0,1.0,0.0,0.0,0.46153846153846156,268.84615384615387,77,4.0,4.0,8.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,6.0,3.0,5.0,4.0,4.0,5.0,3.0,5.0,3.0,2.0,6.0,5.0,3.0,0.0,8.0,No,1.0,0.0,0.0,0.0
PRV54555,5,6,1.2,6,1.2,Inpatient,0,1,0,6.0,0.0,1.0,0.0,0.0,0.0,7.0,9568.0,77,2.0,4.0,5.0,0.0,1.0,0.0,5.0,1.0,3.0,3.0,1.0,5.0,2.0,4.0,1.0,5.0,2.0,4.0,6.0,0.0,1.0,5.0,2.0,4.0,2.0,4.0,No,0.0,0.0,0.0,0.0
PRV54557,40,263,6.58,564,14.1,Outpatient,0,0,1,0.0,564.0,0.0,1.0,0.0,0.0,1.5407801418439717,283.01418439716315,73,126.0,137.0,251.0,7.0,4.0,1.0,80.0,183.0,91.0,172.0,35.0,228.0,72.0,191.0,98.0,165.0,161.0,102.0,172.0,91.0,80.0,183.0,63.0,200.0,15.0,248.0,Yes,0.0,0.0,1.0,0.0
PRV54558,50,69,1.38,73,1.46,Both_Service,1,0,0,15.0,58.0,0.21,0.79,0.0,0.0,2.1506849315068495,2932.328767123288,74,31.0,38.0,58.0,3.0,7.0,1.0,27.0,42.0,23.0,46.0,7.0,62.0,17.0,52.0,27.0,42.0,46.0,23.0,49.0,20.0,15.0,54.0,24.0,45.0,9.0,60.0,No,3.0,0.0,0.0,0.0
PRV54559,47,57,1.21,66,1.4,Both_Service,1,0,0,24.0,42.0,0.36,0.64,0.0,0.0,3.5,4244.606060606061,71,28.0,29.0,53.0,2.0,2.0,0.0,27.0,30.0,27.0,30.0,7.0,50.0,19.0,38.0,23.0,34.0,41.0,16.0,44.0,13.0,22.0,35.0,19.0,38.0,5.0,52.0,No,10.0,0.0,1.0,0.0
PRV54560,49,87,1.78,98,2.0,Both_Service,1,0,0,40.0,58.0,0.41,0.59,0.0,0.0,3.520408163265306,5263.265306122449,74,37.0,50.0,85.0,1.0,1.0,0.0,33.0,54.0,39.0,48.0,5.0,82.0,32.0,55.0,51.0,36.0,66.0,21.0,68.0,19.0,30.0,57.0,23.0,64.0,16.0,71.0,Yes,4.0,0.0,0.0,0.0
PRV54561,43,102,2.37,186,4.33,Both_Service,1,0,0,25.0,161.0,0.13,0.87,0.0,0.0,2.510752688172043,1595.3225806451612,76,48.0,54.0,96.0,3.0,2.0,1.0,40.0,62.0,42.0,60.0,12.0,90.0,29.0,73.0,47.0,55.0,69.0,33.0,73.0,29.0,29.0,73.0,33.0,69.0,10.0,92.0,No,6.0,1.0,2.0,1.0
PRV54562,8,75,9.38,206,25.75,Outpatient,0,0,1,0.0,206.0,0.0,1.0,0.0,0.0,1.1990291262135921,281.31067961165047,75,27.0,48.0,72.0,2.0,1.0,0.0,29.0,46.0,25.0,50.0,12.0,63.0,14.0,61.0,28.0,47.0,48.0,27.0,58.0,17.0,28.0,47.0,18.0,57.0,6.0,69.0,No,0.0,0.0,0.0,0.0
PRV54563,39,172,4.41,267,6.85,Outpatient,0,0,1,0.0,267.0,0.0,1.0,0.0,0.0,1.6666666666666667,300.2247191011236,73,78.0,94.0,164.0,8.0,0.0,0.0,68.0,104.0,61.0,111.0,14.0,158.0,32.0,140.0,67.0,105.0,115.0,57.0,121.0,51.0,45.0,127.0,43.0,129.0,10.0,162.0,No,7.0,0.0,1.0,0.0
PRV54564,69,330,4.78,803,11.64,Outpatient,0,0,1,0.0,803.0,0.0,1.0,0.0,0.0,1.7048567870485678,288.9539227895392,74,154.0,176.0,317.0,10.0,2.0,1.0,114.0,216.0,119.0,211.0,32.0,298.0,65.0,265.0,132.0,198.0,210.0,120.0,220.0,110.0,86.0,244.0,80.0,250.0,21.0,309.0,No,11.0,1.0,0.0,2.0
PRV54565,78,106,1.36,130,1.67,Both_Service,1,0,0,39.0,91.0,0.3,0.7,0.0,0.0,2.669230769230769,3483.9538461538464,75,50.0,56.0,101.0,2.0,2.0,1.0,45.0,61.0,40.0,66.0,16.0,90.0,33.0,73.0,56.0,50.0,75.0,31.0,81.0,25.0,30.0,76.0,26.0,80.0,9.0,97.0,No,14.0,0.0,0.0,0.0
PRV54566,154,247,1.6,308,2.0,Both_Service,1,0,0,40.0,268.0,0.13,0.87,0.0,0.0,2.477272727272727,2590.038961038961,73,108.0,139.0,229.0,8.0,6.0,4.0,98.0,149.0,94.0,153.0,38.0,209.0,75.0,172.0,107.0,140.0,162.0,85.0,181.0,66.0,58.0,189.0,80.0,167.0,21.0,226.0,Yes,4.0,0.0,0.0,0.0
PRV54567,25,34,1.36,57,2.28,Both_Service,1,0,0,6.0,51.0,0.11,0.89,0.0,0.0,1.6140350877192982,2091.1929824561403,74,15.0,19.0,32.0,1.0,0.0,1.0,12.0,22.0,15.0,19.0,5.0,29.0,10.0,24.0,13.0,21.0,24.0,10.0,27.0,7.0,7.0,27.0,5.0,29.0,2.0,32.0,No,7.0,0.0,0.0,0.0
PRV54568,26,46,1.77,56,2.15,Both_Service,1,0,0,5.0,51.0,0.09,0.91,0.0,0.0,1.3214285714285714,1053.2142857142858,71,22.0,24.0,42.0,3.0,0.0,1.0,14.0,32.0,10.0,36.0,6.0,40.0,13.0,33.0,19.0,27.0,31.0,15.0,33.0,13.0,12.0,34.0,10.0,36.0,6.0,40.0,No,2.0,0.0,0.0,0.0
PRV54569,27,42,1.56,63,2.33,Both_Service,1,0,0,12.0,51.0,0.19,0.81,0.0,0.0,1.9365079365079365,3527.873015873016,71,21.0,21.0,40.0,0.0,1.0,1.0,12.0,30.0,17.0,25.0,5.0,37.0,17.0,25.0,21.0,21.0,32.0,10.0,35.0,7.0,14.0,28.0,14.0,28.0,3.0,39.0,No,5.0,0.0,0.0,0.0
PRV54571,6,17,2.83,17,2.83,Both_Service,1,0,0,4.0,13.0,0.24,0.76,0.0,0.0,4.176470588235294,3228.3529411764707,70,8.0,9.0,17.0,0.0,0.0,0.0,11.0,6.0,11.0,6.0,3.0,14.0,4.0,13.0,9.0,8.0,13.0,4.0,12.0,5.0,3.0,14.0,2.0,15.0,1.0,16.0,No,3.0,0.0,1.0,0.0
PRV54572,34,117,3.44,146,4.29,Outpatient,0,0,1,0.0,146.0,0.0,1.0,0.0,0.0,1.773972602739726,365.6164383561644,75,48.0,69.0,113.0,4.0,0.0,0.0,43.0,74.0,44.0,73.0,9.0,108.0,23.0,94.0,46.0,71.0,81.0,36.0,87.0,30.0,41.0,76.0,27.0,90.0,8.0,109.0,No,6.0,1.0,0.0,1.0
PRV54573,8,14,1.75,22,2.75,Outpatient,0,0,1,0.0,22.0,0.0,1.0,0.0,0.0,0.9545454545454546,276.3636363636364,74,4.0,10.0,13.0,0.0,1.0,0.0,6.0,8.0,5.0,9.0,3.0,11.0,8.0,6.0,7.0,7.0,13.0,1.0,14.0,0.0,4.0,10.0,4.0,10.0,1.0,13.0,No,2.0,0.0,0.0,0.0
PRV54574,12,24,2.0,35,2.92,Outpatient,0,0,1,0.0,35.0,0.0,1.0,0.0,0.0,0.9428571428571428,226.57142857142858,73,5.0,19.0,22.0,2.0,0.0,0.0,7.0,17.0,7.0,17.0,3.0,21.0,6.0,18.0,10.0,14.0,15.0,9.0,17.0,7.0,7.0,17.0,7.0,17.0,3.0,21.0,No,5.0,0.0,0.0,0.0
PRV54575,18,155,8.61,273,15.17,Both_Service,1,0,0,33.0,240.0,0.12,0.88,0.0,0.0,2.3003663003663,1969.5531135531135,74,70.0,85.0,148.0,4.0,1.0,2.0,54.0,101.0,55.0,100.0,18.0,137.0,45.0,110.0,60.0,95.0,94.0,61.0,119.0,36.0,35.0,120.0,41.0,114.0,21.0,134.0,No,3.0,0.0,1.0,0.0
PRV54576,13,16,1.23,16,1.23,Both_Service,1,0,0,14.0,2.0,0.88,0.12,0.0,0.0,6.75,7869.75,76,6.0,10.0,16.0,0.0,0.0,0.0,8.0,8.0,11.0,5.0,4.0,12.0,11.0,5.0,10.0,6.0,11.0,5.0,15.0,1.0,8.0,8.0,3.0,13.0,1.0,15.0,No,1.0,1.0,0.0,1.0
PRV54577,21,56,2.67,61,2.9,Both_Service,1,0,0,45.0,16.0,0.74,0.26,0.0,0.0,4.737704918032787,8851.377049180328,76,24.0,32.0,54.0,2.0,0.0,0.0,28.0,28.0,32.0,24.0,10.0,46.0,19.0,37.0,22.0,34.0,41.0,15.0,47.0,9.0,16.0,40.0,12.0,44.0,11.0,45.0,No,6.0,1.0,0.0,2.0
PRV54578,27,37,1.37,77,2.85,Outpatient,0,0,1,0.0,77.0,0.0,1.0,0.0,0.0,0.5194805194805194,318.4415584415584,76,13.0,24.0,35.0,0.0,2.0,0.0,8.0,29.0,15.0,22.0,3.0,34.0,7.0,30.0,17.0,20.0,28.0,9.0,24.0,13.0,14.0,23.0,13.0,24.0,2.0,35.0,No,5.0,1.0,0.0,1.0
PRV54579,2,2,1.0,2,1.0,Outpatient,0,0,1,0.0,2.0,0.0,1.0,0.0,0.0,0.0,645.0,48,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,No,3.0,0.0,0.0,0.0
PRV54580,15,19,1.27,30,2.0,Outpatient,0,0,1,0.0,30.0,0.0,1.0,0.0,0.0,1.3666666666666667,244.66666666666666,73,7.0,12.0,18.0,0.0,1.0,0.0,4.0,15.0,7.0,12.0,3.0,16.0,5.0,14.0,6.0,13.0,13.0,6.0,13.0,6.0,7.0,12.0,5.0,14.0,2.0,17.0,No,7.0,0.0,0.0,0.0
PRV54581,5,9,1.8,11,2.2,Outpatient,0,0,1,0.0,11.0,0.0,1.0,0.0,0.0,0.0,196.36363636363637,75,3.0,6.0,8.0,1.0,0.0,0.0,3.0,6.0,2.0,7.0,1.0,8.0,4.0,5.0,5.0,4.0,5.0,4.0,8.0,1.0,3.0,6.0,3.0,6.0,2.0,7.0,No,4.0,0.0,0.0,0.0
PRV54582,14,35,2.5,71,5.07,Outpatient,0,0,1,0.0,71.0,0.0,1.0,2.0,0.03,0.6056338028169014,271.2676056338028,73,11.0,24.0,33.0,1.0,1.0,0.0,14.0,21.0,13.0,22.0,4.0,31.0,9.0,26.0,13.0,22.0,21.0,14.0,26.0,9.0,9.0,26.0,12.0,23.0,5.0,30.0,No,5.0,0.0,0.0,0.0
PRV54585,13,34,2.62,75,5.77,Outpatient,0,0,1,0.0,75.0,0.0,1.0,0.0,0.0,2.013333333333333,305.8666666666667,74,17.0,17.0,31.0,2.0,0.0,1.0,10.0,24.0,14.0,20.0,8.0,26.0,10.0,24.0,13.0,21.0,27.0,7.0,24.0,10.0,9.0,25.0,11.0,23.0,1.0,33.0,No,5.0,0.0,0.0,0.0
PRV54587,3,2,0.67,3,1.0,Outpatient,0,0,1,0.0,3.0,0.0,1.0,0.0,0.0,0.0,50.0,92,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,No,1.0,0.0,0.0,0.0
PRV54588,5,47,9.4,63,12.6,Outpatient,0,0,1,0.0,63.0,0.0,1.0,0.0,0.0,1.2063492063492063,275.23809523809524,74,18.0,29.0,46.0,0.0,1.0,0.0,13.0,34.0,12.0,35.0,7.0,40.0,11.0,36.0,25.0,22.0,35.0,12.0,37.0,10.0,10.0,37.0,15.0,32.0,7.0,40.0,No,1.0,0.0,0.0,0.0
PRV54589,4,5,1.25,11,2.75,Outpatient,0,0,1,0.0,11.0,0.0,1.0,0.0,0.0,0.0,154.54545454545453,74,1.0,4.0,5.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,0.0,5.0,0.0,5.0,1.0,4.0,3.0,2.0,4.0,1.0,1.0,4.0,3.0,2.0,1.0,4.0,No,0.0,0.0,0.0,0.0
PRV54590,7,34,4.86,66,9.43,Both_Service,1,0,0,1.0,65.0,0.02,0.98,0.0,0.0,1.5,453.75757575757575,79,14.0,20.0,34.0,0.0,0.0,0.0,10.0,24.0,16.0,18.0,8.0,26.0,11.0,23.0,16.0,18.0,23.0,11.0,26.0,8.0,9.0,25.0,13.0,21.0,1.0,33.0,No,6.0,0.0,0.0,0.0
PRV54591,8,14,1.75,45,5.62,Outpatient,0,0,1,0.0,45.0,0.0,1.0,0.0,0.0,1.2444444444444445,185.77777777777777,72,5.0,9.0,14.0,0.0,0.0,0.0,4.0,10.0,4.0,10.0,1.0,13.0,4.0,10.0,4.0,10.0,11.0,3.0,9.0,5.0,4.0,10.0,4.0,10.0,1.0,13.0,No,3.0,0.0,0.0,0.0
PRV54593,1,22,22.0,35,35.0,Outpatient,0,0,1,0.0,35.0,0.0,1.0,0.0,0.0,0.9714285714285714,314.0,69,13.0,9.0,21.0,1.0,0.0,0.0,8.0,14.0,6.0,16.0,2.0,20.0,4.0,18.0,5.0,17.0,12.0,10.0,13.0,9.0,5.0,17.0,8.0,14.0,3.0,19.0,No,0.0,0.0,0.0,0.0
PRV54595,4,9,2.25,11,2.75,Outpatient,0,0,1,0.0,11.0,0.0,1.0,0.0,0.0,3.6363636363636362,692.7272727272727,76,3.0,6.0,9.0,0.0,0.0,0.0,3.0,6.0,4.0,5.0,3.0,6.0,5.0,4.0,4.0,5.0,8.0,1.0,7.0,2.0,1.0,8.0,4.0,5.0,0.0,9.0,No,1.0,0.0,0.0,0.0
PRV54596,1,20,20.0,64,64.0,Outpatient,0,0,1,0.0,64.0,0.0,1.0,0.0,0.0,1.125,260.0,79,10.0,10.0,18.0,1.0,1.0,0.0,6.0,14.0,12.0,8.0,6.0,14.0,7.0,13.0,10.0,10.0,16.0,4.0,14.0,6.0,3.0,17.0,7.0,13.0,3.0,17.0,No,1.0,0.0,0.0,0.0
PRV54597,3,10,3.33,15,5.0,Outpatient,0,0,1,0.0,15.0,0.0,1.0,0.0,0.0,0.0,334.0,73,6.0,4.0,10.0,0.0,0.0,0.0,2.0,8.0,4.0,6.0,1.0,9.0,3.0,7.0,4.0,6.0,7.0,3.0,7.0,3.0,4.0,6.0,1.0,9.0,0.0,10.0,No,0.0,0.0,1.0,0.0
PRV54598,6,7,1.17,9,1.5,Outpatient,0,0,1,0.0,9.0,0.0,1.0,0.0,0.0,0.1111111111111111,112.22222222222223,66,7.0,0.0,7.0,0.0,0.0,0.0,3.0,4.0,2.0,5.0,1.0,6.0,1.0,6.0,2.0,5.0,5.0,2.0,5.0,2.0,1.0,6.0,1.0,6.0,1.0,6.0,No,3.0,0.0,0.0,0.0
PRV54599,6,11,1.83,17,2.83,Outpatient,0,0,1,0.0,17.0,0.0,1.0,0.0,0.0,1.1764705882352942,228.23529411764707,72,6.0,5.0,10.0,0.0,1.0,0.0,3.0,8.0,5.0,6.0,2.0,9.0,2.0,9.0,1.0,10.0,5.0,6.0,9.0,2.0,4.0,7.0,3.0,8.0,1.0,10.0,No,4.0,0.0,1.0,0.0
PRV54601,3,6,2.0,11,3.67,Outpatient,0,0,1,0.0,11.0,0.0,1.0,0.0,0.0,1.8181818181818181,70.0,75,3.0,3.0,6.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,1.0,3.0,3.0,5.0,1.0,5.0,1.0,2.0,4.0,3.0,3.0,0.0,6.0,No,2.0,0.0,0.0,0.0
